,hotel_name,rating,room_description,price,location_descirption,long_description,Unnamed: 0_y,price_week_before
663,Ciudad Condal Hostal - Paseo de Gracia,7.2,"Superior Double or Twin Room
Beds: 1 double or 2 singles
Only 6 rooms left at this price on our site","€ 1,623","Eixample, BarcelonaShow on map1 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Ciudad Condal Hostal - Paseo de Gracia! To save at this property, all you have to do is sign in.
Ciudad Condal Hostal - Paseo de Gracia provides accommodation located in the neighbourhood of the city of Barcelona. The rooms are distributed on the main floor of an architectural house, catalogued by City Heritage Casa Àngel Batlló on Calle Mallorca 255, between the famous Passeig de Gràcia and the vibrant Rambla de Catalunya.

All rooms are equipped with air conditioning, heating, private bathroom, window, flat screen TV, desk, safe, trunk, hair dryer, basic amenities and free Wi-Fi. Due to the architectural characteristics of the building, all the rooms are different, each one of them designed in a clean and functional way, adapting to each space.

The property offers single, double, superior double, triple, and suite/family rooms for up to 4 pax, some of them with a view of the street with a balcony or to the famous interior gardens of the architectural plan of the Ensanche district of Barcelona Plà Cerdà and others are interior rooms.

There is a range of cafés and restaurants on Passeig de Gràcia and in the nearby area of Gràcia.

Gaudí’s Casa Batlló and La Pedrera are within 200 metres of the property. Diagonal Metro Station is a 5-minute walk away and is just 2 stops from Plaza de Catalunya and Las Ramblas.",604.0,"€ 1,370"
665,Quartprimera Apartments,9.1,"Three-Bedroom Apartment with Balcony
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 90m²
4 beds (3 singles, 1 large double)
Only 1 left at this price on our site","€ 2,773","Eixample, BarcelonaShow on map1.2 km from centreMetro access","You're eligible for a Genius discount at Quartprimera Apartments! To save at this property, all you have to do is sign in.
Quartprimera Apartments  is located just 80 metres from the emblematic Passeig de Gracia. It offers bright, air-conditioned apartments with flat-screen TV and free WiFi and private bathroom.

Set in a reformed, century-old building, apartments at Quartprimera feature elegant modern décor and have terraces, balconies or views to Gaudi´s La Pedrera, 2 minutes' walk away.

Bohemian Gracia is 5 minutes’ walk away and the Sagrada Familia and Plaza Catalunya are both 15 minutes’ walk away. Quartprimera is located 2 minutes’ walk from Diagonal Metro station.",378.0,"€ 2,521"
667,Happy People Plaza España Apartments,7.9,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 55m²
4 beds (2 singles, 1 double, 1 sofa bed)
Only 1 left at this price on our site","€ 2,747","Sants-Montjuïc, BarcelonaShow on map2.8 km from centreMetro access","You're eligible for a Genius discount at Happy People Plaza España Apartments! To save at this property, all you have to do is sign in.
Located 10 minutes’ walk from Barcelona’s Plaza Espanya Square, the air-conditioned apartments at Happy People Plaza España Apartments come with free Wi-Fi. The building has a rooftop chill-out terrace for all guests.

Bright and modern, the apartments feature a lounge with a flat-screen TV, and a kitchen with a dining area and microwave. Both apartments have 2 double rooms, 2 twin rooms and 2 bathrooms. Towels and bed linen are included.

Many restaurants, bars and shops can be found in the surrounding area. Hostafrancs Metro Station is 300 metres from the apartments and you can reach Plaza Catalunya in a 10-minute metro ride.

Barcelona Sants Train Station is a 5-minute walk from Happy People Plaza España Apartments and trains to Barcelona Airport leave from there.",731.0,"€ 2,291"
668,Hostal Laia by gaiarooms,6.6,"Double Room
1 double bed
Only 2 rooms left at this price on our site","€ 1,110","Eixample, BarcelonaShow on map1.3 km from centreMetro access","Hostal Laia by gaiarooms is set in the Eixample district of Barcelona, 1.4 km from Passeig de Gracia Metro Station, 1.3 km from Casa Batllo and 1.7 km from Sants Railway Station. It is situated 1.5 km from Passeig de Gracia and features a lift. The guest house has private entrance.

All units feature air conditioning and a flat-screen TV. With a private bathroom fitted with a shower and free toiletries, units at the guest house also boast free WiFi. At the guest house, each unit includes bed linen and towels.

Popular points of interest near the guest house include Plaça Catalunya, Boqueria Market and Magic Fountain of Montjuic. The nearest airport is Barcelona El Prat Airport, 12 km from Hostal Laia by gaiarooms.",408.0,"€ 1,002"
669,Lodging Apartments Liceu G2,7.8,"Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 double, 1 sofa bed)
Only 4 left at this price on our site","€ 2,677","Ciutat Vella, BarcelonaShow on map0.9 km from centreMetro accessBeach nearby","Situated in Barcelona, 2.4 km from Sant Miquel Beach, 2.5 km from Somorrostro Beach and 2.5 km from Barceloneta Beach, Lodging Apartments Liceu G2 features accommodation with a balcony and free WiFi. This property is set a short distance from attractions such as Cathedral of Barcelona, Plaça Reial, and Passeig de Gracia. The property is less than 1 km from the city centre and 2.4 km from Sant Sebastian Beach.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchen with an oven and a coffee machine, and 1 bathroom with a shower and a hair dryer. A TV is available. The accommodation is non-smoking.

Popular points of interest near the apartment include Boqueria Market, Santa Maria del Mar and Picasso Museum. The nearest airport is Barcelona El Prat Airport, 12 km from Lodging Apartments Liceu G2.",704.0,"€ 1,973"
670,Catalonia La Maquinista,8.5,"Standard Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 1,199","Sant Andreu, BarcelonaShow on map6.3 km from centre","Catalonia La Maquinista is ideally located next to the La Maquinista Shopping Centre in Barcelona’s Sant Andreu District. Plaza de Catalunya is just a 15-minute Metro journey away.

The Maquinista’s bright rooms have air conditioning and flat-screen smart TV equipped with Chromecast app. All rooms have a work desk and safe. Free Wi-Fi is available throughout the hotel.

The hotel restaurant serves a buffet breakfast and Mediterranean cuisine for lunch and dinner. The neighbouring Maquinista Shopping Centre has a selection of cinemas, a bowling alley, as well as cafés and bars.

Catalonia La Maquinista is 500 metres from Barcelona’s ring road, the B10 Ronda del Litoral, connecting guests to the beach in 10 minutes.

Sant Andreu Metro and Railway Station is just a 10-minute walk from Catalonia La Maquinista and has direct trains to Passeig de Gràcia and to El Prat Airport. Plaza Catalunya and Las Ramblas are 8 Metro stops away.

As with reservations of more than 4 rooms, special conditions and supplements will apply to those of more than 8 nights.",331.0,€ 854
671,Close to Passeig de Gracia,7.7,"Double Room
1 large double bed
Only 1 room left at this price on our site","€ 1,801","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Close to Passeig de Gracia! To save at this property, all you have to do is sign in.
Set in a renovated modernist building, Close to Passeig de Gracia B&B is located in Barcelona. This bed and breakfast is located 150 metres from Girona Metro Station and offers free WiFi.

Fitted with tiled flooring and featuring high ceilings and large windows, this accommodation offers air-conditioned rooms with a flat-screen TV, a seating area and a dining table.

Each room has 1 double bed and a private bathroom with free toiletries, a hairdryer, and shower.

Passeig de Gracia, famous for its luxury shops, is just 500 metres from Close to Passeig de Gracia B&B, and there are several shops and restaurants within a 5-minute walk of the property.

Gaudi's famous La Pedrera is 1 km from the property. Plaza Catalunya is 10 minutes away on foot.",703.0,"€ 1,728"
672,42enf575 - Authentic &Centric Barcelonian 2BR flat,,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 43m²
2 double beds
Only 1 left at this price on our site","€ 1,585","Sants-Montjuïc, BarcelonaShow on map1.5 km from centreMetro accessBeach nearby","Located in Barcelona, 1.5 km from Magic Fountain of Montjuic and 1.9 km from Santa Maria del Mar, 42enf575 - Authentic &Centric Barcelonian 2BR flat offers air conditioning. Popular points of interest nearby include Portal de l'Angel, Cathedral of Barcelona and Montjuïc. Free WiFi is available throughout the property and Sant Miquel Beach is 3 km away.

The apartment features 2 bedrooms, a TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a shower. The accommodation is non-smoking.

Dining options are available close to the apartment.

Popular points of interest near 42enf575 - Authentic &Centric Barcelonian 2BR flat include Plaça Catalunya, Boqueria Market and Palau de la Musica Catalana. The nearest airport is Barcelona El Prat Airport, 11 km from the accommodation.",999.0,"€ 1,238"
675,Condes de Barcelona,8.9,"Standard Double or Twin Room
Beds: 1 double or 2 singles
Only 4 rooms left at this price on our site","€ 2,338","Eixample, BarcelonaShow on map1 km from centreMetro accessBeach nearby","Hotel Condes Barcelona occupies a 19th-century building on Passeig de Gracia with a seasonal rooftop pool and terrace. It features a gym and a sauna.

The soundproofed rooms at Condes de Barcelona Hotel are air conditioned, LCD satellite TV and laptop safe. They have views of Passeig de Gracia or a pretty Eixample courtyard, and some rooms include a small balcony.

The hotel has an elegant rooftop bar, Alaire Terrace Bar with wonderful views.

The Condes is just 100 metres from Gaudi’s La Pedrera, and a 10-minute walk from Plaça Catalunya and La Rambla. Passeig de Gracia Train Station, 200 metres away, offers direct links to Barcelona Airport.",495.0,"€ 1,875"
677,BYPILLOW House,8.5,"Twin Room with Balcony
2 single beds
Only 1 room left at this price on our site","€ 1,741","Horta-Guinardó, BarcelonaShow on map3.8 km from centreMetro access","You're eligible for a Genius discount at BYPILLOW House! To save at this property, all you have to do is sign in.
BYPILLOW House offers air-conditioned rooms with balcony and free WiFi and private parking. The property is 300 metres from Maragall Metro Station connected to famous Sagrada Familia and o the popular sandy Barceloneta Beach in Barcelona.

Fitted with wooden floor, bright rooms have an en suite bathroom with free toiletries and bath or shower. Suites come with 2 separate areas with 2 double beds.

Buses to the city centre leave from a bus station located 200 metres away. Plaza Catalunya is 30 minutes by public transports and you can reach fashionable Passeig de Gracia in 20 minutes by metro.",361.0,€ 916
678,The MO House,8.3,"Interior Double Room
1 double bed
Only 2 rooms left at this price on our site","€ 1,299","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","Located in Barcelona, 2.3 km from Somorrostro Beach, The MO House provides express check-in and check-out and free WiFi throughout the property. Popular points of interest nearby include Passeig de Gracia Metro Station, Passeig de Gracia and Cathedral of Barcelona. The property is 800 metres from the city centre and 2.3 km from Barceloneta Beach.

The rooms in the hotel are fitted with a coffee machine. Complete with a private bathroom equipped with a shower and free toiletries, guest rooms at The MO House have a flat-screen TV and air conditioning, and some rooms are equipped with a balcony. At the accommodation each room is equipped with bed linen and towels.

Popular points of interest near The MO House include Palau de la Musica Catalana, Tivoli Theatre and Portal de l'Angel. The nearest airport is Barcelona El Prat, 13 km from the hotel, and the property offers a paid airport shuttle service.",720.0,"€ 1,137"
